epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,320.588,0.95437,0.8511,1.22174,0.91099,0.82065,0.89696,0.71095,0.85054,0.69389,1.14203,4.00673e-05,4.00673e-05,4.00673e-05
136,322.965,1.00502,0.89864,1.25298,0.9102,0.82026,0.89699,0.7105,0.85112,0.69827,1.1429,3.94783e-05,3.94783e-05,3.94783e-05
137,325.315,0.97694,0.88899,1.21416,0.90462,0.82679,0.89861,0.71068,0.85255,0.69829,1.14439,3.88892e-05,3.88892e-05,3.88892e-05
138,327.758,1.00395,0.87988,1.22469,0.90223,0.82463,0.90099,0.70871,0.85387,0.69895,1.14667,3.83001e-05,3.83001e-05,3.83001e-05
139,330.146,0.97365,0.86138,1.23059,0.90273,0.82057,0.90163,0.7094,0.85367,0.69649,1.14592,3.77111e-05,3.77111e-05,3.77111e-05
140,332.565,0.99195,0.90143,1.26173,0.90805,0.819,0.90252,0.70816,0.85295,0.69659,1.14511,3.71221e-05,3.71221e-05,3.71221e-05
141,335.145,0.95937,0.84251,1.2218,0.9051,0.81824,0.90187,0.71135,0.84893,0.69197,1.14285,3.6533e-05,3.6533e-05,3.6533e-05
142,337.555,0.98721,0.88341,1.19997,0.89412,0.82262,0.90197,0.71386,0.84683,0.69125,1.14115,3.5944e-05,3.5944e-05,3.5944e-05
143,339.942,0.92722,0.81142,1.19016,0.89257,0.82476,0.90173,0.70979,0.842,0.68886,1.13894,3.53549e-05,3.53549e-05,3.53549e-05
144,342.372,0.99127,0.85573,1.22,0.89196,0.82504,0.90259,0.71224,0.83964,0.68798,1.13736,3.47659e-05,3.47659e-05,3.47659e-05
145,344.761,1.00516,0.88299,1.23844,0.89904,0.81701,0.90202,0.71118,0.83662,0.68567,1.13442,3.41768e-05,3.41768e-05,3.41768e-05
146,347.22,0.9778,0.8763,1.24887,0.90167,0.81952,0.90136,0.7099,0.83434,0.68555,1.13316,3.35878e-05,3.35878e-05,3.35878e-05
147,349.761,1.00167,0.89473,1.25599,0.89747,0.82121,0.9019,0.71354,0.83023,0.68678,1.13173,3.29987e-05,3.29987e-05,3.29987e-05
148,352.257,0.94472,0.85207,1.22637,0.89611,0.82447,0.90056,0.71316,0.82965,0.68611,1.12944,3.24097e-05,3.24097e-05,3.24097e-05
149,354.866,0.95004,0.86714,1.23657,0.89032,0.82958,0.90147,0.71956,0.83002,0.68424,1.12826,3.18206e-05,3.18206e-05,3.18206e-05
150,357.309,0.98988,0.88024,1.2568,0.89295,0.83184,0.90169,0.71694,0.82793,0.67776,1.12656,3.12316e-05,3.12316e-05,3.12316e-05
151,359.796,0.94721,0.87444,1.23458,0.89699,0.83308,0.90536,0.71948,0.82654,0.67142,1.12577,3.06425e-05,3.06425e-05,3.06425e-05
152,362.181,0.94198,0.8308,1.18024,0.8854,0.84363,0.90347,0.72126,0.82681,0.66958,1.1248,3.00535e-05,3.00535e-05,3.00535e-05
153,364.534,0.93602,0.85417,1.24659,0.89427,0.83701,0.90389,0.72123,0.82602,0.66994,1.1244,2.94644e-05,2.94644e-05,2.94644e-05
154,366.924,0.96378,0.8472,1.21758,0.87064,0.84881,0.90278,0.72217,0.8243,0.66915,1.12414,2.88754e-05,2.88754e-05,2.88754e-05
155,369.244,1.00119,0.88208,1.23387,0.88389,0.84429,0.90464,0.72228,0.8238,0.66833,1.12421,2.82863e-05,2.82863e-05,2.82863e-05
