epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,211.208,0.91397,0.76091,1.13268,0.87353,0.81496,0.88873,0.71187,0.80332,0.60902,1.03711,6.89307e-05,6.89307e-05,6.89307e-05
87,213.85,0.88939,0.74984,1.11571,0.87342,0.81517,0.88684,0.71665,0.80259,0.60792,1.03533,6.83417e-05,6.83417e-05,6.83417e-05
88,216.473,0.85918,0.74773,1.11332,0.86908,0.81727,0.88692,0.71578,0.80026,0.60559,1.03235,6.77526e-05,6.77526e-05,6.77526e-05
89,218.942,0.90285,0.79407,1.11699,0.86228,0.8379,0.88928,0.71493,0.79875,0.60375,1.02956,6.71636e-05,6.71636e-05,6.71636e-05
90,221.438,0.90584,0.74074,1.1207,0.86576,0.83293,0.88966,0.71544,0.79612,0.60216,1.02781,6.65745e-05,6.65745e-05,6.65745e-05
91,223.837,0.9225,0.76674,1.1178,0.8652,0.83851,0.89307,0.71353,0.79015,0.60049,1.02588,6.59855e-05,6.59855e-05,6.59855e-05
92,226.547,0.89833,0.7467,1.1152,0.87719,0.82814,0.8914,0.71226,0.78684,0.60514,1.02497,6.53964e-05,6.53964e-05,6.53964e-05
93,229.071,0.90276,0.7609,1.12706,0.88325,0.82952,0.8988,0.71832,0.78238,0.60598,1.0225,6.48074e-05,6.48074e-05,6.48074e-05
94,231.591,0.86919,0.77057,1.11292,0.87486,0.81562,0.89158,0.72067,0.77789,0.60147,1.02069,6.42183e-05,6.42183e-05,6.42183e-05
95,234.112,0.88016,0.73889,1.10619,0.87564,0.81797,0.89292,0.72329,0.77598,0.59432,1.0188,6.36293e-05,6.36293e-05,6.36293e-05
96,236.585,0.90388,0.75396,1.10856,0.8722,0.82287,0.89331,0.72378,0.77642,0.58905,1.01679,6.30403e-05,6.30403e-05,6.30403e-05
97,239.078,0.9259,0.78476,1.14416,0.87186,0.81291,0.89183,0.72541,0.77506,0.58515,1.01633,6.24512e-05,6.24512e-05,6.24512e-05
98,241.617,0.84132,0.72241,1.10956,0.88846,0.80237,0.89124,0.72271,0.77287,0.584,1.01586,6.18622e-05,6.18622e-05,6.18622e-05
99,244.092,0.90084,0.72034,1.09261,0.90645,0.79836,0.89121,0.7227,0.77248,0.58402,1.01497,6.12731e-05,6.12731e-05,6.12731e-05
100,246.657,0.90742,0.77918,1.14,0.88692,0.81996,0.90205,0.72234,0.77161,0.58436,1.01519,6.06841e-05,6.06841e-05,6.06841e-05
101,249.227,0.88852,0.73904,1.11751,0.90401,0.809,0.90082,0.73032,0.76809,0.58095,1.01353,6.0095e-05,6.0095e-05,6.0095e-05
102,251.728,0.90064,0.77521,1.12754,0.89106,0.81418,0.89051,0.73046,0.76442,0.57697,1.01168,5.95059e-05,5.95059e-05,5.95059e-05
103,254.302,0.87272,0.7479,1.09412,0.88697,0.81302,0.88889,0.73142,0.7649,0.57189,1.01076,5.89169e-05,5.89169e-05,5.89169e-05
104,256.82,0.82224,0.69777,1.08725,0.88737,0.81222,0.88912,0.73033,0.76176,0.56939,1.00998,5.83278e-05,5.83278e-05,5.83278e-05
105,259.229,0.84919,0.70685,1.092,0.84021,0.85332,0.88976,0.72994,0.75682,0.56894,1.0081,5.77388e-05,5.77388e-05,5.77388e-05
106,261.685,0.87357,0.75661,1.10192,0.84671,0.8448,0.88858,0.73208,0.755,0.57132,1.00734,5.71498e-05,5.71498e-05,5.71498e-05
107,264.227,0.87333,0.74059,1.11019,0.8564,0.84301,0.89194,0.7334,0.75168,0.56916,1.00518,5.65607e-05,5.65607e-05,5.65607e-05
108,266.651,0.88961,0.73613,1.1108,0.8566,0.83976,0.89315,0.73398,0.74938,0.56412,1.00252,5.59717e-05,5.59717e-05,5.59717e-05
109,269.095,0.89805,0.73416,1.09711,0.82878,0.85875,0.89493,0.7318,0.74473,0.5595,1,5.53826e-05,5.53826e-05,5.53826e-05
110,271.559,0.88776,0.72919,1.10236,0.92026,0.80434,0.9011,0.72952,0.74214,0.55786,0.99793,5.47935e-05,5.47935e-05,5.47935e-05
111,274.148,0.85101,0.71597,1.10063,0.92223,0.80512,0.90259,0.73119,0.74237,0.55833,0.99742,5.42045e-05,5.42045e-05,5.42045e-05
112,276.683,0.87526,0.72309,1.09315,0.9204,0.81234,0.90477,0.73479,0.74254,0.55947,0.99696,5.36154e-05,5.36154e-05,5.36154e-05
113,279.106,0.82734,0.71755,1.08095,0.9178,0.80878,0.90452,0.73489,0.74069,0.55908,0.99682,5.30264e-05,5.30264e-05,5.30264e-05
114,281.711,0.93766,0.76903,1.14048,0.90147,0.82054,0.90236,0.73471,0.7382,0.55819,0.99646,5.24374e-05,5.24374e-05,5.24374e-05
115,284.173,0.83362,0.72777,1.10818,0.89206,0.83206,0.9041,0.73343,0.73505,0.5578,0.99581,5.18483e-05,5.18483e-05,5.18483e-05
116,286.612,0.89853,0.74211,1.11284,0.92009,0.81115,0.90439,0.73466,0.73406,0.55977,0.9955,5.12593e-05,5.12593e-05,5.12593e-05
117,289.034,0.84785,0.70855,1.08354,0.92455,0.80967,0.9052,0.73323,0.73362,0.56469,0.99664,5.06702e-05,5.06702e-05,5.06702e-05
118,291.566,0.85825,0.72964,1.09967,0.9272,0.80738,0.90541,0.73345,0.7338,0.56882,0.99786,5.00812e-05,5.00812e-05,5.00812e-05
119,294.091,0.83325,0.70906,1.08457,0.93526,0.81167,0.91032,0.73238,0.73349,0.56998,0.99818,4.94921e-05,4.94921e-05,4.94921e-05
120,296.751,0.86909,0.72942,1.09714,0.92433,0.81533,0.90814,0.73499,0.73157,0.57153,0.99653,4.89031e-05,4.89031e-05,4.89031e-05
121,299.17,0.84102,0.69881,1.09484,0.91765,0.82045,0.90618,0.7352,0.73226,0.56699,0.9947,4.8314e-05,4.8314e-05,4.8314e-05
122,301.665,0.8424,0.69723,1.10842,0.90944,0.82677,0.91002,0.73867,0.73073,0.5594,0.99243,4.7725e-05,4.7725e-05,4.7725e-05
123,304.105,0.82365,0.69215,1.08975,0.89996,0.83404,0.91071,0.74113,0.72893,0.55364,0.99019,4.71359e-05,4.71359e-05,4.71359e-05
124,306.445,0.82799,0.74335,1.12052,0.85362,0.8757,0.9092,0.74533,0.73102,0.54924,0.98909,4.65469e-05,4.65469e-05,4.65469e-05
125,308.941,0.83548,0.68778,1.07526,0.88848,0.85137,0.90624,0.74372,0.72984,0.54676,0.98792,4.59578e-05,4.59578e-05,4.59578e-05
126,311.345,0.84311,0.70991,1.09024,0.90532,0.84124,0.90836,0.7428,0.72739,0.54727,0.98749,4.53688e-05,4.53688e-05,4.53688e-05
127,313.857,0.84017,0.7051,1.11117,0.92372,0.83576,0.9077,0.74808,0.72419,0.54849,0.9876,4.47797e-05,4.47797e-05,4.47797e-05
128,316.533,0.83317,0.69477,1.09145,0.92128,0.83369,0.90643,0.74836,0.72298,0.54863,0.98747,4.41907e-05,4.41907e-05,4.41907e-05
129,318.999,0.83541,0.684,1.08319,0.90517,0.84188,0.90723,0.74944,0.72103,0.54861,0.98655,4.36016e-05,4.36016e-05,4.36016e-05
130,321.377,0.80022,0.67202,1.05828,0.89491,0.84543,0.90718,0.75088,0.71949,0.54854,0.98641,4.30125e-05,4.30125e-05,4.30125e-05
131,323.834,0.85799,0.7036,1.09096,0.88696,0.857,0.90797,0.7505,0.71816,0.54881,0.98452,4.24235e-05,4.24235e-05,4.24235e-05
132,326.214,0.8575,0.69735,1.08402,0.86458,0.87209,0.90686,0.74759,0.71461,0.54399,0.98336,4.18344e-05,4.18344e-05,4.18344e-05
133,328.735,0.80714,0.66572,1.07145,0.8602,0.87386,0.90774,0.7471,0.7143,0.54258,0.98252,4.12454e-05,4.12454e-05,4.12454e-05
134,331.153,0.84184,0.69542,1.08988,0.8975,0.83868,0.90996,0.74562,0.71239,0.54131,0.98152,4.06563e-05,4.06563e-05,4.06563e-05
135,333.702,0.80703,0.66704,1.07568,0.86348,0.87336,0.91076,0.74894,0.70856,0.53751,0.9793,4.00673e-05,4.00673e-05,4.00673e-05
136,336.347,0.8343,0.68938,1.08849,0.9045,0.84214,0.91139,0.75044,0.70672,0.53576,0.97838,3.94783e-05,3.94783e-05,3.94783e-05
137,339.04,0.83213,0.70479,1.08555,0.90185,0.84861,0.9109,0.75183,0.70481,0.53473,0.97746,3.88892e-05,3.88892e-05,3.88892e-05
138,341.637,0.83077,0.68131,1.07735,0.90562,0.84771,0.9118,0.75103,0.70415,0.53611,0.97711,3.83001e-05,3.83001e-05,3.83001e-05
139,344.259,0.81219,0.66225,1.07036,0.90666,0.85158,0.91272,0.75395,0.70247,0.53685,0.97691,3.77111e-05,3.77111e-05,3.77111e-05
140,346.944,0.82255,0.68919,1.09346,0.9154,0.84932,0.91252,0.7542,0.7025,0.5369,0.97666,3.71221e-05,3.71221e-05,3.71221e-05
141,349.615,0.79987,0.65641,1.06062,0.91547,0.84848,0.91254,0.75439,0.70126,0.53738,0.97661,3.6533e-05,3.6533e-05,3.6533e-05
142,352.191,0.8387,0.68781,1.06851,0.91844,0.84532,0.91224,0.75258,0.70327,0.5374,0.9761,3.5944e-05,3.5944e-05,3.5944e-05
